locality_name;district_name;province_name
Nicolás Bruzzone;General Roca;Provincia de Córdoba
Onagoity;General Roca;Provincia de Córdoba
Pincén;General Roca;Provincia de Córdoba
Ranqueles;General Roca;Provincia de Córdoba
Santa Magdalena (Est. Jovita);General Roca;Provincia de Córdoba
Villa Huidobro (Est. Cañada Verde);General Roca;Provincia de Córdoba
Villa Sarmiento;General Roca;Provincia de Córdoba
Villa Valeria;General Roca;Provincia de Córdoba
Arroyo Algodón;General San Martín;Provincia de Córdoba
Arroyo Cabral;General San Martín;Provincia de Córdoba
Ausonia;General San Martín;Provincia de Córdoba
Chazón;General San Martín;Provincia de Córdoba
Etruria;General San Martín;Provincia de Córdoba
La Laguna;General San Martín;Provincia de Córdoba
La Palestina;General San Martín;Provincia de Córdoba
La Playosa;General San Martín;Provincia de Córdoba
Las Mojarras;General San Martín;Provincia de Córdoba
Luca;General San Martín;Provincia de Córdoba
Pasco;General San Martín;Provincia de Córdoba
Sanabria;General San Martín;Provincia de Córdoba
Silvio Pellico;General San Martín;Provincia de Córdoba
Ticino;General San Martín;Provincia de Córdoba
Tío Pujio;General San Martín;Provincia de Córdoba
Villa Albertina;General San Martín;Provincia de Córdoba
Villa María;General San Martín;Provincia de Córdoba
Villa Nueva;General San Martín;Provincia de Córdoba
Villa Oeste;General San Martín;Provincia de Córdoba
Avellaneda;Ischilín;Provincia de Córdoba
Cañada de Río Pinto;Ischilín;Provincia de Córdoba
Chuña;Ischilín;Provincia de Córdoba
Copacabana;Ischilín;Provincia de Córdoba
Deán Funes;Ischilín;Provincia de Córdoba
Esquina del Alambre;Ischilín;Provincia de Córdoba
Los Chañaritos;Ischilín;Provincia de Córdoba
Los Pozos;Ischilín;Provincia de Córdoba
Olivares de San Nicolás;Ischilín;Provincia de Córdoba
Quilino;Ischilín;Provincia de Córdoba
San Pedro de Toyos;Ischilín;Provincia de Córdoba
Villa Gutiérrez;Ischilín;Provincia de Córdoba
Villa Quilino;Ischilín;Provincia de Córdoba
Alejandro Roca (Est. Alejandro);Juárez Celman;Provincia de Córdoba
Assunta;Juárez Celman;Provincia de Córdoba
Bengolea;Juárez Celman;Provincia de Córdoba
Carnerillo;Juárez Celman;Provincia de Córdoba
Charras;Juárez Celman;Provincia de Córdoba
El Rastreador;Juárez Celman;Provincia de Córdoba
General Cabrera;Juárez Celman;Provincia de Córdoba
General Deheza;Juárez Celman;Provincia de Córdoba
Huanchillas;Juárez Celman;Provincia de Córdoba
La Carlota;Juárez Celman;Provincia de Córdoba
Los Cisnes;Juárez Celman;Provincia de Córdoba
Olaeta;Juárez Celman;Provincia de Córdoba
Pacheco de Melo;Juárez Celman;Provincia de Córdoba
Paso del Durazno;Juárez Celman;Provincia de Córdoba
Santa Eufemia;Juárez Celman;Provincia de Córdoba
Ucacha;Juárez Celman;Provincia de Córdoba
Villa Reducción;Juárez Celman;Provincia de Córdoba
Alejo Ledesma;Marcos Juárez;Provincia de Córdoba
Arias;Marcos Juárez;Provincia de Córdoba
Camilo Aldao;Marcos Juárez;Provincia de Córdoba
Capitán General Bernardo OHiggins;Marcos Juárez;Provincia de Córdoba
Cavanagh;Marcos Juárez;Provincia de Córdoba
Colonia Barge;Marcos Juárez;Provincia de Córdoba
Colonia Italiana;Marcos Juárez;Provincia de Córdoba
Colonia Veinticinco;Marcos Juárez;Provincia de Córdoba
Corral de Bustos;Marcos Juárez;Provincia de Córdoba
Cruz Alta;Marcos Juárez;Provincia de Córdoba
General Baldissera;Marcos Juárez;Provincia de Córdoba
General Roca;Marcos Juárez;Provincia de Córdoba
Guatimozín;Marcos Juárez;Provincia de Córdoba
Inriville;Marcos Juárez;Provincia de Córdoba
Isla Verde;Marcos Juárez;Provincia de Córdoba
Leones;Marcos Juárez;Provincia de Córdoba
Los Surgentes;Marcos Juárez;Provincia de Córdoba
Marcos Juárez;Marcos Juárez;Provincia de Córdoba
Monte Buey;Marcos Juárez;Provincia de Córdoba
Noetinger;Marcos Juárez;Provincia de Córdoba
Saira;Marcos Juárez;Provincia de Córdoba
Saladillo;Marcos Juárez;Provincia de Córdoba
Villa Elisa;Marcos Juárez;Provincia de Córdoba
Ciénaga del Coro;Minas;Provincia de Córdoba
El Chacho;Minas;Provincia de Córdoba
Estancia de Guadalupe;Minas;Provincia de Córdoba
Guasapampa;Minas;Provincia de Córdoba
La Playa;Minas;Provincia de Córdoba
San Carlos Minas;Minas;Provincia de Córdoba
Talaini;Minas;Provincia de Córdoba
Tosno;Minas;Provincia de Córdoba
Chancani;Pocho;Provincia de Córdoba
Las Palmas;Pocho;Provincia de Córdoba
Los Talares;Pocho;Provincia de Córdoba
Salsacate;Pocho;Provincia de Córdoba
San Gerónimo;Pocho;Provincia de Córdoba
Tala Cañada;Pocho;Provincia de Córdoba
Taninga;Pocho;Provincia de Córdoba
Villa de Pocho;Pocho;Provincia de Córdoba
General Levalle;Presidente Roque Sáenz Peña;Provincia de Córdoba
La Cesira;Presidente Roque Sáenz Peña;Provincia de Córdoba
Laboulaye;Presidente Roque Sáenz Peña;Provincia de Córdoba
Leguizamón;Presidente Roque Sáenz Peña;Provincia de Córdoba
Melo;Presidente Roque Sáenz Peña;Provincia de Córdoba
Río Bamba;Presidente Roque Sáenz Peña;Provincia de Córdoba
Rosales;Presidente Roque Sáenz Peña;Provincia de Córdoba
San Joaquín;Presidente Roque Sáenz Peña;Provincia de Córdoba
Serrano;Presidente Roque Sáenz Peña;Provincia de Córdoba
Villa Rossi;Presidente Roque Sáenz Peña;Provincia de Córdoba
Barrio Santa Isabel;Punilla;Provincia de Córdoba
Bialet Massé;Punilla;Provincia de Córdoba
Cabalango;Punilla;Provincia de Córdoba
Capilla del Monte;Punilla;Provincia de Córdoba
Casa Grande;Punilla;Provincia de Córdoba
Charbonier;Punilla;Provincia de Córdoba
Cosquín;Punilla;Provincia de Córdoba
Cuesta Blanca;Punilla;Provincia de Córdoba
Estancia Vieja;Punilla;Provincia de Córdoba
Huerta Grande;Punilla;Provincia de Córdoba
La Cumbre;Punilla;Provincia de Córdoba
La Falda;Punilla;Provincia de Córdoba
Las Jarillas;Punilla;Provincia de Córdoba
Los Cocos;Punilla;Provincia de Córdoba
Mallín;Punilla;Provincia de Córdoba
Mayu Sumaj;Punilla;Provincia de Córdoba
Quebrada de Luna;Punilla;Provincia de Córdoba
San Antonio de Arredondo;Punilla;Provincia de Córdoba
San Esteban;Punilla;Provincia de Córdoba
San Roque ;Punilla;Provincia de Córdoba
Santa María de Punilla;Punilla;Provincia de Córdoba
Tala Huasi;Punilla;Provincia de Córdoba
Tanti;Punilla;Provincia de Córdoba
Valle Hermoso;Punilla;Provincia de Córdoba
Villa Carlos Paz;Punilla;Provincia de Córdoba
Villa Flor Serrana;Punilla;Provincia de Córdoba
Villa Giardino;Punilla;Provincia de Córdoba
Villa Lago Azul;Punilla;Provincia de Córdoba
Villa Parque Siquimán;Punilla;Provincia de Córdoba
Villa Río Icho Cruz;Punilla;Provincia de Córdoba
Villa San José;Punilla;Provincia de Córdoba
Villa Santa Cruz del Lago;Punilla;Provincia de Córdoba
Achiras;Río Cuarto;Provincia de Córdoba
Adelia María;Río Cuarto;Provincia de Córdoba
Alcira (Est. Gigena);Río Cuarto;Provincia de Córdoba
Alpa Corral;Río Cuarto;Provincia de Córdoba
Berrotarán;Río Cuarto;Provincia de Córdoba
Bulnes;Río Cuarto;Provincia de Córdoba
Chaján;Río Cuarto;Provincia de Córdoba
Chucul;Río Cuarto;Provincia de Córdoba
Coronel Baigorria;Río Cuarto;Provincia de Córdoba
Coronel Moldes;Río Cuarto;Provincia de Córdoba
Elena;Río Cuarto;Provincia de Córdoba
La Carolina;Río Cuarto;Provincia de Córdoba
La Cautiva;Río Cuarto;Provincia de Córdoba
La Gilda;Río Cuarto;Provincia de Córdoba
Las Acequias;Río Cuarto;Provincia de Córdoba
Las Albahacas;Río Cuarto;Provincia de Córdoba
Las Higueras;Río Cuarto;Provincia de Córdoba
Las Peñas;Río Cuarto;Provincia de Córdoba
Las Vertientes;Río Cuarto;Provincia de Córdoba
Malena;Río Cuarto;Provincia de Córdoba
Monte de los Gauchos;Río Cuarto;Provincia de Córdoba
Paso del Durazno;Río Cuarto;Provincia de Córdoba
Río Cuarto;Río Cuarto;Provincia de Córdoba
Sampacho;Río Cuarto;Provincia de Córdoba
San Basilio;Río Cuarto;Provincia de Córdoba
Santa Catalina (Est. Holmberg);Río Cuarto;Provincia de Córdoba
Suco;Río Cuarto;Provincia de Córdoba
Tosquitas;Río Cuarto;Provincia de Córdoba
Vicuña Mackenna;Río Cuarto;Provincia de Córdoba
Villa El Chacay;Río Cuarto;Provincia de Córdoba
Villa Santa Eugenia;Río Cuarto;Provincia de Córdoba
Washington;Río Cuarto;Provincia de Córdoba
Atahona;Río Primero;Provincia de Córdoba
Cañada de Machado;Río Primero;Provincia de Córdoba
Capilla de los Remedios;Río Primero;Provincia de Córdoba
Chalacea;Río Primero;Provincia de Córdoba
Colonia Las Cuatro Esquinas;Río Primero;Provincia de Córdoba
Diego de Rojas;Río Primero;Provincia de Córdoba
El Alcalde (Est. Tala Norte);Río Primero;Provincia de Córdoba
El Crispín;Río Primero;Provincia de Córdoba
Esquina;Río Primero;Provincia de Córdoba
Kilómetro 658;Río Primero;Provincia de Córdoba
La Para;Río Primero;Provincia de Córdoba
La Posta;Río Primero;Provincia de Córdoba
La Puerta;Río Primero;Provincia de Córdoba
La Quinta;Río Primero;Provincia de Córdoba
Las Gramillas;Río Primero;Provincia de Córdoba
Las Saladas;Río Primero;Provincia de Córdoba
Maquinista Gallini;Río Primero;Provincia de Córdoba
Monte del Rosario;Río Primero;Provincia de Córdoba
Montecristo;Río Primero;Provincia de Córdoba
Obispo Trejo;Río Primero;Provincia de Córdoba
Piquillín;Río Primero;Provincia de Córdoba
Plaza de Mercedes;Río Primero;Provincia de Córdoba
Pueblo Comechingones;Río Primero;Provincia de Córdoba
Río Primero;Río Primero;Provincia de Córdoba
Sagrada Familia;Río Primero;Provincia de Córdoba
Santa Rosa de Río Primero (Est. Villa Santa Rosa);Río Primero;Provincia de Córdoba
Villa Fontana;Río Primero;Provincia de Córdoba
Cerro Colorado;Río Seco;Provincia de Córdoba
Chañar Viejo;Río Seco;Provincia de Córdoba
Eufrasio Loza;Río Seco;Provincia de Córdoba
Gütemberg;Río Seco;Provincia de Córdoba
La Rinconada;Río Seco;Provincia de Córdoba
Los Hoyos;Río Seco;Provincia de Córdoba
Puesto de Castro;Río Seco;Provincia de Córdoba
Rayo Cortado;Río Seco;Provincia de Córdoba
San Pedro de Gütemberg;Río Seco;Provincia de Córdoba
Santa Elena;Río Seco;Provincia de Córdoba
Sebastián Elcano;Río Seco;Provincia de Córdoba
Villa Candelaria Norte;Río Seco;Provincia de Córdoba
Villa de María;Río Seco;Provincia de Córdoba
Calchín;Río Segundo;Provincia de Córdoba
Calchín Oeste;Río Segundo;Provincia de Córdoba
Capilla del Carmen;Río Segundo;Provincia de Córdoba
Carrilobo;Río Segundo;Provincia de Córdoba
Colazo;Río Segundo;Provincia de Córdoba
Colonia Videla;Río Segundo;Provincia de Córdoba
Costasacate;Río Segundo;Provincia de Córdoba
Impira;Río Segundo;Provincia de Córdoba
Laguna Larga;Río Segundo;Provincia de Córdoba
Las Junturas;Río Segundo;Provincia de Córdoba
Los Chañaritos;Río Segundo;Provincia de Córdoba
Luque;Río Segundo;Provincia de Córdoba
Manfredi;Río Segundo;Provincia de Córdoba
Matorrales;Río Segundo;Provincia de Córdoba
Oncativo;Río Segundo;Provincia de Córdoba
Pilar;Río Segundo;Provincia de Córdoba
Pozo del Molle;Río Segundo;Provincia de Córdoba
Rincón;Río Segundo;Provincia de Córdoba
Río Segundo;Río Segundo;Provincia de Córdoba
Santiago Temple;Río Segundo;Provincia de Córdoba
Villa del Rosario;Río Segundo;Provincia de Córdoba
Ambul;San Alberto;Provincia de Córdoba
Arroyo Los Patos;San Alberto;Provincia de Córdoba
El Huayco;San Alberto;Provincia de Córdoba
La Cortadera;San Alberto;Provincia de Córdoba
Las Calles;San Alberto;Provincia de Córdoba
Las Oscuras;San Alberto;Provincia de Córdoba
Las Rabonas;San Alberto;Provincia de Córdoba
Los Callejones;San Alberto;Provincia de Córdoba
Mina Clavero;San Alberto;Provincia de Córdoba
Mussi;San Alberto;Provincia de Córdoba
Nono;San Alberto;Provincia de Córdoba
Panaholma;San Alberto;Provincia de Córdoba
San Huberto;San Alberto;Provincia de Córdoba
San Lorenzo;San Alberto;Provincia de Córdoba
San Martín;San Alberto;Provincia de Córdoba
San Pedro;San Alberto;Provincia de Córdoba
San Vicente;San Alberto;Provincia de Córdoba
Sauce Arriba;San Alberto;Provincia de Córdoba
Tasna;San Alberto;Provincia de Córdoba
Villa Cura Brochero;San Alberto;Provincia de Córdoba
Villa Sarmiento;San Alberto;Provincia de Córdoba
Conlara;San Javier;Provincia de Córdoba
Corralito;San Javier;Provincia de Córdoba
Cruz Caña;San Javier;Provincia de Córdoba
Dos Arroyos;San Javier;Provincia de Córdoba
El Pantanillo;San Javier;Provincia de Córdoba
La Paz;San Javier;Provincia de Córdoba
La Población;San Javier;Provincia de Córdoba
La Ramada;San Javier;Provincia de Córdoba
La Travesía;San Javier;Provincia de Córdoba
Las Tapias ;San Javier;Provincia de Córdoba
Los Cerrillos;San Javier;Provincia de Córdoba
Los Hornillos;San Javier;Provincia de Córdoba
Los Molles;San Javier;Provincia de Córdoba
Los Romeros;San Javier;Provincia de Córdoba
Luyaba;San Javier;Provincia de Córdoba
Quebrada de los Pozos;San Javier;Provincia de Córdoba
San Javier y Yacanto;San Javier;Provincia de Córdoba
San José;San Javier;Provincia de Córdoba
Villa de las Rosas;San Javier;Provincia de Córdoba
Villa Dolores;San Javier;Provincia de Córdoba
Villa La Viña;San Javier;Provincia de Córdoba
Alicia;San Justo;Provincia de Córdoba
Altos de Chipión;San Justo;Provincia de Córdoba
Arroyito;San Justo;Provincia de Córdoba
Balnearia;San Justo;Provincia de Córdoba
Brinkmann;San Justo;Provincia de Córdoba
Colonia Anita;San Justo;Provincia de Córdoba
Colonia 10 de Julio;San Justo;Provincia de Córdoba
Colonia Las Pichanas;San Justo;Provincia de Córdoba
Colonia Marina;San Justo;Provincia de Córdoba
Colonia Prosperidad;San Justo;Provincia de Córdoba
Colonia San Bartolomé;San Justo;Provincia de Córdoba
Colonia San Pedro;San Justo;Provincia de Córdoba
Colonia Santa María;San Justo;Provincia de Córdoba
Colonia Valtelina;San Justo;Provincia de Córdoba
Colonia Vignaud;San Justo;Provincia de Córdoba
Devoto;San Justo;Provincia de Córdoba
El Arañado;San Justo;Provincia de Córdoba
El Fortín;San Justo;Provincia de Córdoba
El Fuertecito;San Justo;Provincia de Córdoba
El Tío;San Justo;Provincia de Córdoba
Estación Luxardo;San Justo;Provincia de Córdoba
Freyre;San Justo;Provincia de Córdoba
La Francia;San Justo;Provincia de Córdoba
La Paquita;San Justo;Provincia de Córdoba
La Tordilla;San Justo;Provincia de Córdoba
Las Varas;San Justo;Provincia de Córdoba
Las Varillas;San Justo;Provincia de Córdoba
Marull;San Justo;Provincia de Córdoba
Miramar;San Justo;Provincia de Córdoba
Morteros;San Justo;Provincia de Córdoba
Plaza Luxardo;San Justo;Provincia de Córdoba
Plaza San Francisco;San Justo;Provincia de Córdoba
Porteña;San Justo;Provincia de Córdoba
Quebracho Herrado;San Justo;Provincia de Córdoba
Sacanta;San Justo;Provincia de Córdoba
San Francisco;San Justo;Provincia de Córdoba
Saturnino María Laspiur;San Justo;Provincia de Córdoba
Seeber;San Justo;Provincia de Córdoba
Toro Pujio;San Justo;Provincia de Córdoba
Tránsito;San Justo;Provincia de Córdoba
Trinchera;San Justo;Provincia de Córdoba
Villa Concepción del Tío;San Justo;Provincia de Córdoba
Villa del Tránsito;San Justo;Provincia de Córdoba
Villa San Esteban;San Justo;Provincia de Córdoba
Alta Gracia;Santa María;Provincia de Córdoba
Anisacate;Santa María;Provincia de Córdoba
Barrio Gilbert;Santa María;Provincia de Córdoba
Barrio Villa del Parque ;Santa María;Provincia de Córdoba
Bouwer;Santa María;Provincia de Córdoba
Caseros Centro;Santa María;Provincia de Córdoba
Costa Azul;Santa María;Provincia de Córdoba
Despeñaderos (Est. Dr. Lucas A. de Olmos);Santa María;Provincia de Córdoba
Dique Chico;Santa María;Provincia de Córdoba
Falda del Cañete;Santa María;Provincia de Córdoba
Falda del Carmen;Santa María;Provincia de Córdoba
La Boca del Río;Santa María;Provincia de Córdoba
La Carbonada;Santa María;Provincia de Córdoba
La Cumbrecita;Santa María;Provincia de Córdoba
La Paisanita;Santa María;Provincia de Córdoba
La Perla;Santa María;Provincia de Córdoba
La Rancherita;Santa María;Provincia de Córdoba
La Serranita;Santa María;Provincia de Córdoba
Los Cedros;Santa María;Provincia de Córdoba
Lozada;Santa María;Provincia de Córdoba
Malagueño;Santa María;Provincia de Córdoba
Monte Ralo;Santa María;Provincia de Córdoba
Potrero de Garay;Santa María;Provincia de Córdoba
Rafael García;Santa María;Provincia de Córdoba
San Clemente;Santa María;Provincia de Córdoba
San Nicolás;Santa María;Provincia de Córdoba
Socavones;Santa María;Provincia de Córdoba
Toledo;Santa María;Provincia de Córdoba
Valle Alegre;Santa María;Provincia de Córdoba
Valle de Anisacate;Santa María;Provincia de Córdoba
Villa Ciudad de América (Loteo Diego de Rojas);Santa María;Provincia de Córdoba
Villa del Prado;Santa María;Provincia de Córdoba
Villa  La Bolsa;Santa María;Provincia de Córdoba
Villa  Los Aromos;Santa María;Provincia de Córdoba
Villa Parque Santa Ana;Santa María;Provincia de Córdoba
Villa San Isidro ;Santa María;Provincia de Córdoba
Villa Sierras De Oro;Santa María;Provincia de Córdoba
Yocsina;Santa María;Provincia de Córdoba
Caminiaga;Sobremonte;Provincia de Córdoba
Cerro Colorado;Sobremonte;Provincia de Córdoba
Chuña Huasi;Sobremonte;Provincia de Córdoba
Pozo Nuevo;Sobremonte;Provincia de Córdoba
San Francisco del Chañar;Sobremonte;Provincia de Córdoba
Almafuerte;Tercero Arriba;Provincia de Córdoba
Colonia Almada;Tercero Arriba;Provincia de Córdoba
Corralito;Tercero Arriba;Provincia de Córdoba
Dalmacio Vélez ;Tercero Arriba;Provincia de Córdoba
General Fotheringham;Tercero Arriba;Provincia de Córdoba
Hernando;Tercero Arriba;Provincia de Córdoba
James Craik;Tercero Arriba;Provincia de Córdoba
Las Isletillas;Tercero Arriba;Provincia de Córdoba
Las Perdices;Tercero Arriba;Provincia de Córdoba
Los Zorros;Tercero Arriba;Provincia de Córdoba
Oliva;Tercero Arriba;Provincia de Córdoba
Pampayasta Norte;Tercero Arriba;Provincia de Córdoba
Pampayasta Sur;Tercero Arriba;Provincia de Córdoba
Punta del Agua;Tercero Arriba;Provincia de Córdoba
Río Tercero;Tercero Arriba;Provincia de Córdoba
Tancacha;Tercero Arriba;Provincia de Córdoba
Villa Ascasubi;Tercero Arriba;Provincia de Córdoba
Candelaria Sur;Totoral;Provincia de Córdoba
Cañada de Luque;Totoral;Provincia de Córdoba
Capilla de Sitón;Totoral;Provincia de Córdoba
La Pampa;Totoral;Provincia de Córdoba
La Paz;Totoral;Provincia de Córdoba
Las Peñas;Totoral;Provincia de Córdoba
Los Mistoles;Totoral;Provincia de Córdoba
Santa Catalina;Totoral;Provincia de Córdoba
Sarmiento;Totoral;Provincia de Córdoba
Simbolar;Totoral;Provincia de Córdoba
Sinsacate;Totoral;Provincia de Córdoba
Villa del Totoral;Totoral;Provincia de Córdoba
Cerro Colorado;Tulumba;Provincia de Córdoba
Churqui Cañada;Tulumba;Provincia de Córdoba
El Rodeo;Tulumba;Provincia de Córdoba
El Tuscal;Tulumba;Provincia de Córdoba
Las Arrias;Tulumba;Provincia de Córdoba
Lucio V. Mansilla;Tulumba;Provincia de Córdoba
Rosario del Saladillo;Tulumba;Provincia de Córdoba
San José de la Dormida;Tulumba;Provincia de Córdoba
San José de las Salinas;Tulumba;Provincia de Córdoba
San Pedro Norte;Tulumba;Provincia de Córdoba
Villa Tulumba;Tulumba;Provincia de Córdoba
Aldea Santa María;Unión;Provincia de Córdoba
Alto Alegre;Unión;Provincia de Córdoba
Ana Zumarán;Unión;Provincia de Córdoba
Ballesteros;Unión;Provincia de Córdoba
Ballesteros Sur;Unión;Provincia de Córdoba
Bell Ville;Unión;Provincia de Córdoba
Benjamín Gould;Unión;Provincia de Córdoba
Canals;Unión;Provincia de Córdoba
Chilibroste;Unión;Provincia de Córdoba
Cintra;Unión;Provincia de Córdoba
Colonia Bismarck;Unión;Provincia de Córdoba
Colonia Bremen;Unión;Provincia de Córdoba
Idiazabal;Unión;Provincia de Córdoba
Justiniano Posse;Unión;Provincia de Córdoba
Laborde;Unión;Provincia de Córdoba
Monte Leña;Unión;Provincia de Córdoba
Monte Maíz;Unión;Provincia de Córdoba
Morrison;Unión;Provincia de Córdoba
Noetinger;Unión;Provincia de Córdoba
Ordoñez;Unión;Provincia de Córdoba
Pascanas;Unión;Provincia de Córdoba
Pueblo Italiano;Unión;Provincia de Córdoba
Ramón J. Cárcano;Unión;Provincia de Córdoba
San Antonio de Litín;Unión;Provincia de Córdoba
San Marcos;Unión;Provincia de Córdoba
San Severo;Unión;Provincia de Córdoba
Viamonte;Unión;Provincia de Córdoba
Villa Los Patos;Unión;Provincia de Córdoba
Wenceslao Escalante;Unión;Provincia de Córdoba
Bella Vista;Bella Vista;Provincia de Corrientes
Berón de Astrada;Berón de Astrada;Provincia de Corrientes
Yahapé;Berón de Astrada;Provincia de Corrientes
Barrio Esperanza;Capital;Provincia de Corrientes
Corrientes;Capital;Provincia de Corrientes
Laguna Brava;Capital;Provincia de Corrientes
Riachuelo;Capital;Provincia de Corrientes
San Cayetano;Capital;Provincia de Corrientes
Concepción;Concepción;Provincia de Corrientes
Santa Rosa;Concepción;Provincia de Corrientes
Tabay;Concepción;Provincia de Corrientes
Cazadores Correntinos;Curuzú Cuatiá;Provincia de Corrientes
Curuzú Cuatiá;Curuzú Cuatiá;Provincia de Corrientes
Perugorría;Curuzú Cuatiá;Provincia de Corrientes
El Sombrero;Empedrado;Provincia de Corrientes
Empedrado;Empedrado;Provincia de Corrientes
Esquina;Esquina;Provincia de Corrientes
Alvear;General Alvear;Provincia de Corrientes
Estación Torrent;General Alvear;Provincia de Corrientes
Itá Ibaté;General Paz;Provincia de Corrientes
Lomas de Vallejos;General Paz;Provincia de Corrientes
Nuestra Señora del Rosario de Caá Catí ;General Paz;Provincia de Corrientes
Palmar Grande;General Paz;Provincia de Corrientes
Colonia Carolina;Goya;Provincia de Corrientes
Goya;Goya;Provincia de Corrientes
Itatí;Itatí;Provincia de Corrientes
Ramada Paso;Itatí;Provincia de Corrientes
Colonia Liebigs;Ituzaingó;Provincia de Corrientes
Ituzaingó;Ituzaingó;Provincia de Corrientes
San Antonio;Ituzaingó;Provincia de Corrientes
San Carlos;Ituzaingó;Provincia de Corrientes
Villa Olivari;Ituzaingó;Provincia de Corrientes
Cruz de los Milagros;Lavalle;Provincia de Corrientes
Gobernador Juan E. Martínez;Lavalle;Provincia de Corrientes
Lavalle;Lavalle;Provincia de Corrientes
Santa Lucía;Lavalle;Provincia de Corrientes
Villa Córdoba;Lavalle;Provincia de Corrientes
Mburucuyá;Mburucuyá;Provincia de Corrientes
Felipe Yofré;Mercedes;Provincia de Corrientes
Mariano I. Loza (Est. Justino Solari);Mercedes;Provincia de Corrientes
Mercedes;Mercedes;Provincia de Corrientes
Colonia Libertad;Monte Caseros;Provincia de Corrientes
Estación Libertad;Monte Caseros;Provincia de Corrientes
Juan Pujol;Monte Caseros;Provincia de Corrientes
Mocoretá;Monte Caseros;Provincia de Corrientes
Monte Caseros;Monte Caseros;Provincia de Corrientes
Parada Acuña;Monte Caseros;Provincia de Corrientes
Bonpland;Paso de los Libres;Provincia de Corrientes
Parada Pucheta;Paso de los Libres;Provincia de Corrientes
Paso de los Libres;Paso de los Libres;Provincia de Corrientes
Tapebicuá;Paso de los Libres;Provincia de Corrientes
Saladas;Saladas;Provincia de Corrientes
San Lorenzo;Saladas;Provincia de Corrientes
Ingenio Primer Correntino;San Cosme;Provincia de Corrientes
Paso de la Patria;San Cosme;Provincia de Corrientes
San Cosme;San Cosme;Provincia de Corrientes
Santa Ana;San Cosme;Provincia de Corrientes
San Luis del Palmar;San Luis del Palmar;Provincia de Corrientes
Colonia Carlos Pellegrini;San Martín;Provincia de Corrientes
Guaviraví;San Martín;Provincia de Corrientes
La Cruz;San Martín;Provincia de Corrientes
Yapeyú;San Martín;Provincia de Corrientes
Loreto;San Miguel;Provincia de Corrientes
San Miguel;San Miguel;Provincia de Corrientes
Chavarría;San Roque;Provincia de Corrientes
Colonia Pando;San Roque;Provincia de Corrientes
"9 de Julio (Est. Pueblo 9 de Julio)";San Roque;Provincia de Corrientes
Pedro R. Fernández (Est. Manuel F. Mantilla);San Roque;Provincia de Corrientes
San Roque;San Roque;Provincia de Corrientes
José Rafael Gómez (Garabí);Santo Tomé;Provincia de Corrientes
Garruchos;Santo Tomé;Provincia de Corrientes
Gobernador Igr. Valentín Virasoro ;Santo Tomé;Provincia de Corrientes
Santo Tomé;Santo Tomé;Provincia de Corrientes
Sauce;Sauce;Provincia de Corrientes
Arroyo Barú;Colón;Provincia de Entre Ríos
Colón;Colón;Provincia de Entre Ríos
Colonia Hugues;Colón;Provincia de Entre Ríos
Hambis;Colón;Provincia de Entre Ríos
Hocker;Colón;Provincia de Entre Ríos
La Clarita;Colón;Provincia de Entre Ríos
Pueblo Cazes;Colón;Provincia de Entre Ríos
Pueblo Liebigs;Colón;Provincia de Entre Ríos
San José;Colón;Provincia de Entre Ríos
Ubajay;Colón;Provincia de Entre Ríos
Villa  Elisa;Colón;Provincia de Entre Ríos
Calabacilla;Concordia;Provincia de Entre Ríos
Clodomiro Ledesma ;Concordia;Provincia de Entre Ríos
Colonia Ayuí;Concordia;Provincia de Entre Ríos
Colonia General Roca;Concordia;Provincia de Entre Ríos
Colonia Yeruá;Concordia;Provincia de Entre Ríos
Concordia;Concordia;Provincia de Entre Ríos
El Redomón;Concordia;Provincia de Entre Ríos
Estación Yeruá;Concordia;Provincia de Entre Ríos
La Criolla;Concordia;Provincia de Entre Ríos
Los Charrúas;Concordia;Provincia de Entre Ríos
Nueva Escocia;Concordia;Provincia de Entre Ríos
Osvaldo Magnasco;Concordia;Provincia de Entre Ríos
Pedernal;Concordia;Provincia de Entre Ríos
Puerto Yeruá;Concordia;Provincia de Entre Ríos
Aldea Brasilera;Diamante;Provincia de Entre Ríos
Aldea Protestante;Diamante;Provincia de Entre Ríos
Aldea Salto;Diamante;Provincia de Entre Ríos
Aldea San Francisco;Diamante;Provincia de Entre Ríos
Aldea Spatzenkutter;Diamante;Provincia de Entre Ríos
Aldea Valle María;Diamante;Provincia de Entre Ríos
Colonia Ensayo;Diamante;Provincia de Entre Ríos
Diamante;Diamante;Provincia de Entre Ríos
Estación Camps;Diamante;Provincia de Entre Ríos
General Alvear;Diamante;Provincia de Entre Ríos
General Racedo;Diamante;Provincia de Entre Ríos
General Ramírez;Diamante;Provincia de Entre Ríos
Paraje La Virgen;Diamante;Provincia de Entre Ríos
Puerto Las Cuevas;Diamante;Provincia de Entre Ríos
Villa Libertador San Martín;Diamante;Provincia de Entre Ríos
Chajarí;Federación;Provincia de Entre Ríos
Colonia Alemana;Federación;Provincia de Entre Ríos
Colonia Ensanche Sauce;Federación;Provincia de Entre Ríos
Colonia La Argentina;Federación;Provincia de Entre Ríos
Colonia Peña;Federación;Provincia de Entre Ríos
Colonia Santa María;Federación;Provincia de Entre Ríos
Federación;Federación;Provincia de Entre Ríos
Los Conquistadores;Federación;Provincia de Entre Ríos
